S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
552,15/06/2020,Andaman and Nicobar Islands,38,5,33,0
553,16/06/2020,Andaman and Nicobar Islands,41,8,33,0
554,17/06/2020,Andaman and Nicobar Islands,44,11,33,0
555,18/06/2020,Andaman and Nicobar Islands,44,11,33,0
556,19/06/2020,Andaman and Nicobar Islands,44,11,33,0
557,20/06/2020,Andaman and Nicobar Islands,45,10,35,0
558,21/06/2020,Andaman and Nicobar Islands,47,11,36,0
559,22/06/2020,Andaman and Nicobar Islands,48,11,37,0
560,23/06/2020,Andaman and Nicobar Islands,48,11,37,0
561,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
562,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
563,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
564,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
565,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
566,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
567,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
568,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
569,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
570,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
571,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
572,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
573,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
574,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
575,08/07/2020,Andaman and Nicobar Islands,147,72,75,0
576,09/07/2020,Andaman and Nicobar Islands,149,72,77,0
577,10/07/2020,Andaman and Nicobar Islands,151,68,83,0
578,11/07/2020,Andaman and Nicobar Islands,156,64,92,0
579,12/07/2020,Andaman and Nicobar Islands,163,70,93,0
580,13/07/2020,Andaman and Nicobar Islands,163,70,93,0
581,14/07/2020,Andaman and Nicobar Islands,166,57,109,0
582,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
583,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
584,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
585,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
586,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
587,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
588,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
589,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
590,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
591,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
592,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
593,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
594,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
595,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
596,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
597,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
598,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
599,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
600,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
601,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
602,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
603,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
604,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
605,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
606,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
607,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
608,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
609,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
610,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
611,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
612,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
613,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
614,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
615,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
616,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
617,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
618,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
619,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
620,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
621,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
622,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
623,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
624,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
625,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
626,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
627,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
628,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
629,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
630,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
631,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
632,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
633,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
634,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
635,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
636,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
637,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
638,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
639,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
640,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
641,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
642,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
643,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
644,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
645,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
646,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
647,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
648,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
649,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
650,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
651,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
652,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
653,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
654,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
655,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
656,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
657,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
658,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
659,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
660,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
661,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
662,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
663,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
664,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
665,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
666,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
667,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
668,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
669,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
670,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
671,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
672,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
673,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
674,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
675,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
676,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
677,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
678,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
679,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
680,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
681,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
682,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
683,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
684,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
685,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
686,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
687,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
688,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
689,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
690,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
691,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
692,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
693,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
694,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
695,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
696,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
697,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
698,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
699,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
700,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
701,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
702,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
703,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
704,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
705,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
706,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
707,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
708,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
709,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
710,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
711,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
712,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
713,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
714,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
715,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
716,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
717,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
718,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
719,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
720,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
721,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
722,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
723,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
724,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
725,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
726,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
727,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
728,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
729,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
730,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
731,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
732,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
733,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
734,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
735,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
736,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
737,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
738,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
739,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
740,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
741,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
742,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
743,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
744,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
745,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
746,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
747,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
748,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
749,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
750,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
751,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
752,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
753,05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
754,06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
755,07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
756,08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
757,09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
758,10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
759,11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
760,12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
761,13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
762,14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
763,15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
764,16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
765,17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
766,18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
767,19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
768,20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
769,21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
770,22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
771,23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
772,24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
773,25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
774,27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
775,28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
776,29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
777,30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
778,31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
779,01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
780,02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
781,03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
782,04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
783,05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
784,06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
785,07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
786,08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
787,09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
788,10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
789,11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
790,12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
791,13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
792,14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
793,15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
794,16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
795,17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
796,18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
797,19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
798,20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
799,21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
800,22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
801,23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
802,24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
803,25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
804,26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
805,27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
806,01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
807,02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
808,03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
809,04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
810,06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
811,07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
812,08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
813,09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
814,10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
815,11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
816,13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
817,14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
818,15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
819,16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
820,17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
821,18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
822,19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
823,20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
824,21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
825,22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
826,23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
827,24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
828,25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
829,27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
830,28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
831,29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
832,30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
833,31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
834,01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
835,02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
